item1,value,item2,t1,t2,t
10,0.7111112108620902,46,32,33,640-660 ms
10,0.7291806827511247,47,32,33,640-660 ms
10,0.7174820278414441,48,32,33,640-660 ms
10,0.8015997024906852,49,32,33,640-660 ms
10,0.7306190715449813,50,32,33,640-660 ms
10,0.7630947586608975,51,32,33,640-660 ms
10,0.741045075926027,52,32,33,640-660 ms
10,0.6982354769828993,53,32,33,640-660 ms
10,0.8008784945222688,54,32,33,640-660 ms
10,0.7137658092312162,55,32,33,640-660 ms
10,0.6540492851239769,56,32,33,640-660 ms
10,0.6093724445992011,57,32,33,640-660 ms
10,0.511011715393064,58,32,33,640-660 ms
10,0.6451497006969229,59,32,33,640-660 ms
10,0.6651060018107271,60,32,33,640-660 ms
11,0.6290852312207441,1,32,33,640-660 ms
11,0.7233835947017986,2,32,33,640-660 ms
11,0.729643006147704,3,32,33,640-660 ms
11,0.6353727490290672,4,32,33,640-660 ms
11,0.6766181167744539,5,32,33,640-660 ms
11,0.596264016249823,6,32,33,640-660 ms
11,0.7179521929216398,7,32,33,640-660 ms
11,0.6436475438880648,8,32,33,640-660 ms
11,0.6647795952495041,9,32,33,640-660 ms
11,0.7616868943356596,10,32,33,640-660 ms
11,1,11,32,33,640-660 ms
11,0.5532166705645183,12,32,33,640-660 ms
11,0.7372751472049578,13,32,33,640-660 ms
11,0.6986279944766677,14,32,33,640-660 ms
11,0.6174985291438023,15,32,33,640-660 ms
11,0.7651386799961377,16,32,33,640-660 ms
11,0.6846370343781479,17,32,33,640-660 ms
11,0.7089456913910043,18,32,33,640-660 ms
11,0.5279947493077319,19,32,33,640-660 ms
11,0.5634715391105839,20,32,33,640-660 ms
11,0.5056077423789379,21,32,33,640-660 ms
11,0.602579999997496,22,32,33,640-660 ms
11,0.5688126389683975,23,32,33,640-660 ms
11,0.6141838685154334,24,32,33,640-660 ms
11,0.5642183770098572,25,32,33,640-660 ms
11,0.4458214066931368,26,32,33,640-660 ms
11,0.5180603953949203,27,32,33,640-660 ms
11,0.6950070768484138,28,32,33,640-660 ms
11,0.6965014736043137,29,32,33,640-660 ms
11,0.6448154998131561,30,32,33,640-660 ms
11,0.7000320288723877,31,32,33,640-660 ms
11,0.7054091424618643,32,32,33,640-660 ms
11,0.662121192538897,33,32,33,640-660 ms
11,0.7241886910531695,34,32,33,640-660 ms
11,0.6668312718872349,35,32,33,640-660 ms
11,0.6496705242498743,36,32,33,640-660 ms
11,0.6144795125257742,37,32,33,640-660 ms
11,0.5590244309708022,38,32,33,640-660 ms
11,0.5113568952797306,39,32,33,640-660 ms
11,0.4699871986505057,40,32,33,640-660 ms
11,0.600242229943146,41,32,33,640-660 ms
11,0.6088071464347832,42,32,33,640-660 ms
11,0.5279185959292994,43,32,33,640-660 ms
11,0.645515855608064,44,32,33,640-660 ms
11,0.5977647676667978,45,32,33,640-660 ms
11,0.6973804916788731,46,32,33,640-660 ms
11,0.7433414502503845,47,32,33,640-660 ms
11,0.7167275446107174,48,32,33,640-660 ms
11,0.7041699041399673,49,32,33,640-660 ms
11,0.7373040475627943,50,32,33,640-660 ms
11,0.780229155381379,51,32,33,640-660 ms
11,0.7400858969989669,52,32,33,640-660 ms
11,0.7175994049369132,53,32,33,640-660 ms
11,0.7458905522855862,54,32,33,640-660 ms
11,0.620930101208069,55,32,33,640-660 ms
11,0.6658822258465175,56,32,33,640-660 ms
11,0.6458431836381219,57,32,33,640-660 ms
11,0.5206517356064587,58,32,33,640-660 ms
11,0.663334121249293,59,32,33,640-660 ms
11,0.6239290170490104,60,32,33,640-660 ms
12,0.7048089502469976,1,32,33,640-660 ms
12,0.6038850335047021,2,32,33,640-660 ms
12,0.628798465222026,3,32,33,640-660 ms
12,0.6926210126404916,4,32,33,640-660 ms
12,0.7138814186606468,5,32,33,640-660 ms
12,0.6972861187065952,6,32,33,640-660 ms
12,0.5263390827323454,7,32,33,640-660 ms
12,0.6780046787910384,8,32,33,640-660 ms
12,0.5607128044873209,9,32,33,640-660 ms
12,0.5471204352780363,10,32,33,640-660 ms
12,0.5532166705645183,11,32,33,640-660 ms
12,1,12,32,33,640-660 ms
12,0.6796568883737393,13,32,33,640-660 ms
12,0.5857915623082959,14,32,33,640-660 ms
12,0.7651776891422012,15,32,33,640-660 ms
12,0.5752395284954724,16,32,33,640-660 ms
12,0.6975169954253205,17,32,33,640-660 ms
12,0.7986903416522328,18,32,33,640-660 ms
12,0.47545374251700145,19,32,33,640-660 ms
12,0.6628113773698885,20,32,33,640-660 ms
12,0.3712769150512021,21,32,33,640-660 ms
12,0.6856395174327512,22,32,33,640-660 ms
12,0.589401554943468,23,32,33,640-660 ms
12,0.5426232598739326,24,32,33,640-660 ms
12,0.5367562342792749,25,32,33,640-660 ms
12,0.5642815101376636,26,32,33,640-660 ms
12,0.4709330861255882,27,32,33,640-660 ms
12,0.7182483685660052,28,32,33,640-660 ms
12,0.6197377399343337,29,32,33,640-660 ms
12,0.6007743179292563,30,32,33,640-660 ms
12,0.6851929639949255,31,32,33,640-660 ms
12,0.6407349806476209,32,32,33,640-660 ms
12,0.6166196224198117,33,32,33,640-660 ms
12,0.691869159251967,34,32,33,640-660 ms
12,0.5458220516636684,35,32,33,640-660 ms
12,0.704264216458246,36,32,33,640-660 ms
12,0.6300437176809777,37,32,33,640-660 ms
12,0.5578840987669352,38,32,33,640-660 ms
12,0.584575611838621,39,32,33,640-660 ms
12,0.5239684372576224,40,32,33,640-660 ms
12,0.5618274272778612,41,32,33,640-660 ms
12,0.6395058657203815,42,32,33,640-660 ms
12,0.6201294621983495,43,32,33,640-660 ms
12,0.509986627099779,44,32,33,640-660 ms
12,0.5240212481330156,45,32,33,640-660 ms
12,0.6722394962043945,46,32,33,640-660 ms
12,0.7801090734534585,47,32,33,640-660 ms
12,0.6473818220050718,48,32,33,640-660 ms
12,0.6627742870956688,49,32,33,640-660 ms
12,0.7382284807795418,50,32,33,640-660 ms
12,0.6060821292521137,51,32,33,640-660 ms
12,0.7187547221422995,52,32,33,640-660 ms
12,0.6069841765414612,53,32,33,640-660 ms
12,0.5608916574227389,54,32,33,640-660 ms
12,0.6421944640835058,55,32,33,640-660 ms
12,0.71334189270683,56,32,33,640-660 ms
12,0.658295260539828,57,32,33,640-660 ms
12,0.4931994229926535,58,32,33,640-660 ms
12,0.7328872509762543,59,32,33,640-660 ms
12,0.6449524996460291,60,32,33,640-660 ms
13,0.7544223711280797,1,32,33,640-660 ms
13,0.7018766768939535,2,32,33,640-660 ms
13,0.8501933019400943,3,32,33,640-660 ms
13,0.8525468584874168,4,32,33,640-660 ms
13,0.8246898921046165,5,32,33,640-660 ms
13,0.7622628810274433,6,32,33,640-660 ms
13,0.6685189578255335,7,32,33,640-660 ms
13,0.8454693844741822,8,32,33,640-660 ms
13,0.7356326043606763,9,32,33,640-660 ms
13,0.7774484833463956,10,32,33,640-660 ms
13,0.7372751472049578,11,32,33,640-660 ms
13,0.6796568883737393,12,32,33,640-660 ms
13,1,13,32,33,640-660 ms
13,0.720729614982641,14,32,33,640-660 ms
13,0.8226439871648994,15,32,33,640-660 ms
13,0.8316024203841482,16,32,33,640-660 ms
13,0.7148746047822958,17,32,33,640-660 ms
13,0.7903321824652203,18,32,33,640-660 ms
13,0.7090418731079206,19,32,33,640-660 ms
13,0.6343061677587462,20,32,33,640-660 ms
13,0.598155853780771,21,32,33,640-660 ms
13,0.7801094058287291,22,32,33,640-660 ms
13,0.6946460503989128,23,32,33,640-660 ms
13,0.6831741905136473,24,32,33,640-660 ms
13,0.7388935828557757,25,32,33,640-660 ms
13,0.6062723615798626,26,32,33,640-660 ms
13,0.6542256974403373,27,32,33,640-660 ms
13,0.8714028403744295,28,32,33,640-660 ms
13,0.8790359887375272,29,32,33,640-660 ms
13,0.8297265541323362,30,32,33,640-660 ms
13,0.8216674965015464,31,32,33,640-660 ms
13,0.8075308798508452,32,32,33,640-660 ms
13,0.7865832334878478,33,32,33,640-660 ms
13,0.884483089472263,34,32,33,640-660 ms
13,0.8355612319440956,35,32,33,640-660 ms
13,0.6899916548984518,36,32,33,640-660 ms
13,0.7912606639946526,37,32,33,640-660 ms
13,0.662851852483016,38,32,33,640-660 ms
13,0.7041108502817135,39,32,33,640-660 ms
13,0.6150298053800705,40,32,33,640-660 ms
13,0.6183140528653981,41,32,33,640-660 ms
13,0.7044765728734437,42,32,33,640-660 ms
13,0.7662079013810646,43,32,33,640-660 ms
13,0.6800956617398962,44,32,33,640-660 ms
13,0.7964466484773618,45,32,33,640-660 ms
13,0.8150970307251003,46,32,33,640-660 ms
13,0.8422099985745836,47,32,33,640-660 ms
13,0.7323183558713233,48,32,33,640-660 ms
13,0.8355613141945938,49,32,33,640-660 ms
13,0.756169869433503,50,32,33,640-660 ms
13,0.8177397965635597,51,32,33,640-660 ms
13,0.7207251068865298,52,32,33,640-660 ms
13,0.8117686167667086,53,32,33,640-660 ms
13,0.7826185508243029,54,32,33,640-660 ms
13,0.7995851207351973,55,32,33,640-660 ms
13,0.7469039333042798,56,32,33,640-660 ms
13,0.8299932106353858,57,32,33,640-660 ms
13,0.6863871905075095,58,32,33,640-660 ms
13,0.8401995044660431,59,32,33,640-660 ms
13,0.8305689475777093,60,32,33,640-660 ms
14,0.7985007631819206,1,32,33,640-660 ms
14,0.8285340215883815,2,32,33,640-660 ms
14,0.7794801383018268,3,32,33,640-660 ms
14,0.7361850002871452,4,32,33,640-660 ms
14,0.7500996666217413,5,32,33,640-660 ms
14,0.7258111862571438,6,32,33,640-660 ms
14,0.8049459810203834,7,32,33,640-660 ms
14,0.7087323273151028,8,32,33,640-660 ms
14,0.6370224252207182,9,32,33,640-660 ms
14,0.7316399956409744,10,32,33,640-660 ms
14,0.6986279944766677,11,32,33,640-660 ms
14,0.5857915623082959,12,32,33,640-660 ms
14,0.720729614982641,13,32,33,640-660 ms
14,1,14,32,33,640-660 ms
14,0.6871224861280458,15,32,33,640-660 ms
14,0.7652964488664522,16,32,33,640-660 ms
14,0.7234151393985687,17,32,33,640-660 ms
14,0.8156079051713244,18,32,33,640-660 ms
14,0.4780169931561964,19,32,33,640-660 ms
14,0.6318717745301334,20,32,33,640-660 ms
14,0.42774368521713335,21,32,33,640-660 ms
14,0.6401199371456214,22,32,33,640-660 ms
14,0.6006592089702681,23,32,33,640-660 ms
14,0.6305630152503325,24,32,33,640-660 ms
14,0.5656627949392277,25,32,33,640-660 ms
14,0.45507011752424525,26,32,33,640-660 ms
14,0.5311475121140522,27,32,33,640-660 ms
14,0.7365505480884347,28,32,33,640-660 ms
14,0.7592681499034128,29,32,33,640-660 ms
14,0.6592929567802744,30,32,33,640-660 ms
14,0.7089167422311656,31,32,33,640-660 ms
14,0.7642046531909139,32,32,33,640-660 ms
14,0.5804772369858555,33,32,33,640-660 ms
14,0.7390326104255673,34,32,33,640-660 ms
14,0.6803694983831781,35,32,33,640-660 ms
14,0.8032868724363195,36,32,33,640-660 ms
14,0.5756449029357236,37,32,33,640-660 ms
14,0.6460887831548374,38,32,33,640-660 ms
14,0.4792454065368285,39,32,33,640-660 ms
14,0.5666088367992146,40,32,33,640-660 ms
14,0.569543364306506,41,32,33,640-660 ms
14,0.5830589826988891,42,32,33,640-660 ms
14,0.6292987467110193,43,32,33,640-660 ms
14,0.5391252155745637,44,32,33,640-660 ms
14,0.6507416472434446,45,32,33,640-660 ms
14,0.7628301191984004,46,32,33,640-660 ms
14,0.7504436395436056,47,32,33,640-660 ms
14,0.7914393902124685,48,32,33,640-660 ms
14,0.7252600463904527,49,32,33,640-660 ms
14,0.7865480554898058,50,32,33,640-660 ms
14,0.8137913607201678,51,32,33,640-660 ms
14,0.7653560971940416,52,32,33,640-660 ms
14,0.8314951519897764,53,32,33,640-660 ms
14,0.7663654420415367,54,32,33,640-660 ms
14,0.7012672284059901,55,32,33,640-660 ms
14,0.7293420193887309,56,32,33,640-660 ms
14,0.6250528385085623,57,32,33,640-660 ms
14,0.6760433288871011,58,32,33,640-660 ms
14,0.6409768273651707,59,32,33,640-660 ms
14,0.7051224516703568,60,32,33,640-660 ms
15,0.8063927347539998,1,32,33,640-660 ms
15,0.7592220998652062,2,32,33,640-660 ms
15,0.8268472314463764,3,32,33,640-660 ms
15,0.7903313981301187,4,32,33,640-660 ms
15,0.8909957318360902,5,32,33,640-660 ms
15,0.7677284564764248,6,32,33,640-660 ms
15,0.6433381005859684,7,32,33,640-660 ms
15,0.7851048461048777,8,32,33,640-660 ms
15,0.7581801388528923,9,32,33,640-660 ms
15,0.7249116997831584,10,32,33,640-660 ms
15,0.6174985291438023,11,32,33,640-660 ms
15,0.7651776891422012,12,32,33,640-660 ms
15,0.8226439871648994,13,32,33,640-660 ms
15,0.6871224861280458,14,32,33,640-660 ms
15,1,15,32,33,640-660 ms
15,0.7590486116940462,16,32,33,640-660 ms
15,0.7276979658464802,17,32,33,640-660 ms
15,0.8201015657208051,18,32,33,640-660 ms
15,0.6090531761795089,19,32,33,640-660 ms
15,0.6531245787327276,20,32,33,640-660 ms
15,0.5286306290260544,21,32,33,640-660 ms
15,0.7775235555309289,22,32,33,640-660 ms
15,0.6682543299467152,23,32,33,640-660 ms
15,0.622311767669694,24,32,33,640-660 ms
15,0.696407747575683,25,32,33,640-660 ms
15,0.6338900080747248,26,32,33,640-660 ms
15,0.641047950472024,27,32,33,640-660 ms
15,0.8192334986710337,28,32,33,640-660 ms
15,0.8483750926895456,29,32,33,640-660 ms
15,0.7663932395443013,30,32,33,640-660 ms
15,0.7729265195230758,31,32,33,640-660 ms
15,0.7535520409133233,32,32,33,640-660 ms
15,0.77023929147216,33,32,33,640-660 ms
15,0.7652776123492107,34,32,33,640-660 ms
15,0.7103303512886592,35,32,33,640-660 ms
15,0.7183976350591758,36,32,33,640-660 ms
15,0.7060824023652722,37,32,33,640-660 ms
15,0.662352133098772,38,32,33,640-660 ms
15,0.6976375854310307,39,32,33,640-660 ms
15,0.6509693229739333,40,32,33,640-660 ms
15,0.6702487212393126,41,32,33,640-660 ms
15,0.720017304359114,42,32,33,640-660 ms
15,0.7347465132265283,43,32,33,640-660 ms
15,0.7098130698918028,44,32,33,640-660 ms
15,0.7102185832945708,45,32,33,640-660 ms
15,0.7658682336780795,46,32,33,640-660 ms
15,0.8291048587160168,47,32,33,640-660 ms
15,0.7008203998440241,48,32,33,640-660 ms
15,0.818592807418723,49,32,33,640-660 ms
15,0.7638594031267206,50,32,33,640-660 ms
15,0.7234069711365132,51,32,33,640-660 ms
15,0.7498277337450215,52,32,33,640-660 ms
15,0.7285258370870512,53,32,33,640-660 ms
15,0.6249385179979288,54,32,33,640-660 ms
15,0.8084000185247687,55,32,33,640-660 ms
15,0.7622351209655663,56,32,33,640-660 ms
15,0.7517444825483406,57,32,33,640-660 ms
15,0.5484388031934995,58,32,33,640-660 ms
15,0.7874008348780916,59,32,33,640-660 ms
15,0.8060499396699841,60,32,33,640-660 ms
16,0.7256038918394688,1,32,33,640-660 ms
16,0.7480633836766999,2,32,33,640-660 ms
16,0.8355142095098906,3,32,33,640-660 ms
16,0.7699568619253853,4,32,33,640-660 ms
16,0.779513014938503,5,32,33,640-660 ms
16,0.6563448297293702,6,32,33,640-660 ms
16,0.732091403432399,7,32,33,640-660 ms
16,0.7722034902282982,8,32,33,640-660 ms
16,0.7698182168952686,9,32,33,640-660 ms
16,0.8359994623134299,10,32,33,640-660 ms
16,0.7651386799961377,11,32,33,640-660 ms
16,0.5752395284954724,12,32,33,640-660 ms
16,0.8316024203841482,13,32,33,640-660 ms
16,0.7652964488664522,14,32,33,640-660 ms
16,0.7590486116940462,15,32,33,640-660 ms
16,1,16,32,33,640-660 ms
16,0.7322636632693336,17,32,33,640-660 ms
16,0.7632889750795664,18,32,33,640-660 ms
16,0.6028498371023043,19,32,33,640-660 ms
16,0.538994240724833,20,32,33,640-660 ms
16,0.4955827531827516,21,32,33,640-660 ms
16,0.6854155621642475,22,32,33,640-660 ms
16,0.5472104862963673,23,32,33,640-660 ms
16,0.58876115240437,24,32,33,640-660 ms
16,0.6952932127616446,25,32,33,640-660 ms
16,0.48807354213628784,26,32,33,640-660 ms
16,0.5256798308651132,27,32,33,640-660 ms
16,0.756680409329738,28,32,33,640-660 ms
16,0.8324658024700341,29,32,33,640-660 ms
16,0.7707153058566337,30,32,33,640-660 ms
16,0.7441987040199644,31,32,33,640-660 ms
16,0.727276658784241,32,32,33,640-660 ms
16,0.7129391968596417,33,32,33,640-660 ms
16,0.7804707308581758,34,32,33,640-660 ms
16,0.7417684888848968,35,32,33,640-660 ms
16,0.706504384001583,36,32,33,640-660 ms
16,0.7309245272452105,37,32,33,640-660 ms
16,0.6088786361995562,38,32,33,640-660 ms
16,0.5611228523437743,39,32,33,640-660 ms
16,0.4916089062110919,40,32,33,640-660 ms
16,0.594796561842339,41,32,33,640-660 ms
16,0.6612108195166058,42,32,33,640-660 ms
16,0.6909004173858906,43,32,33,640-660 ms
16,0.6669952516943527,44,32,33,640-660 ms
16,0.7141968910374371,45,32,33,640-660 ms
16,0.778965324786345,46,32,33,640-660 ms
16,0.7688982542265357,47,32,33,640-660 ms
16,0.7323712422288515,48,32,33,640-660 ms
16,0.8541883407067392,49,32,33,640-660 ms
16,0.7549213238833757,50,32,33,640-660 ms
16,0.8101904942239895,51,32,33,640-660 ms
16,0.7495843375480173,52,32,33,640-660 ms
16,0.7563061397205847,53,32,33,640-660 ms
16,0.7810994763525216,54,32,33,640-660 ms
16,0.679132436476313,55,32,33,640-660 ms
16,0.7118678047007021,56,32,33,640-660 ms
16,0.6894133259758608,57,32,33,640-660 ms
16,0.6054661044523898,58,32,33,640-660 ms
16,0.7460554986078912,59,32,33,640-660 ms
16,0.7125059768635491,60,32,33,640-660 ms
17,0.7163578189660382,1,32,33,640-660 ms
17,0.7118646329830498,2,32,33,640-660 ms
17,0.6937369968421108,3,32,33,640-660 ms
17,0.7111592178271764,4,32,33,640-660 ms
17,0.7197611663151265,5,32,33,640-660 ms
17,0.7151909970003718,6,32,33,640-660 ms
17,0.6953922178965506,7,32,33,640-660 ms
17,0.6675772771675063,8,32,33,640-660 ms
17,0.6221307609604748,9,32,33,640-660 ms
17,0.6697468462396509,10,32,33,640-660 ms
17,0.6846370343781479,11,32,33,640-660 ms
17,0.6975169954253205,12,32,33,640-660 ms
17,0.7148746047822958,13,32,33,640-660 ms
17,0.7234151393985687,14,32,33,640-660 ms
17,0.7276979658464802,15,32,33,640-660 ms
17,0.7322636632693336,16,32,33,640-660 ms
17,1,17,32,33,640-660 ms
17,0.8128966588867205,18,32,33,640-660 ms
17,0.48736403781534343,19,32,33,640-660 ms
17,0.6327230862408582,20,32,33,640-660 ms
17,0.3027572952536066,21,32,33,640-660 ms
17,0.5949440620282236,22,32,33,640-660 ms
17,0.5177204064423313,23,32,33,640-660 ms
17,0.5916032693853754,24,32,33,640-660 ms
17,0.6406133812577702,25,32,33,640-660 ms
17,0.4589086118654988,26,32,33,640-660 ms
17,0.44796714096865553,27,32,33,640-660 ms
17,0.7185486338633403,28,32,33,640-660 ms
17,0.7110082010208567,29,32,33,640-660 ms
17,0.6568909315588851,30,32,33,640-660 ms
17,0.71619299790880675,31,32,33,640-660 ms
17,0.648084438941315,32,32,33,640-660 ms
17,0.6562088948985927,33,32,33,640-660 ms
17,0.717691195697355,34,32,33,640-660 ms
17,0.5454820034185449,35,32,33,640-660 ms
17,0.7233541426731327,36,32,33,640-660 ms
17,0.6439653608580568,37,32,33,640-660 ms
17,0.6122675469382266,38,32,33,640-660 ms
17,0.5160852288665402,39,32,33,640-660 ms
17,0.5136202669062545,40,32,33,640-660 ms
17,0.5509137031949752,41,32,33,640-660 ms
17,0.7052006982748144,42,32,33,640-660 ms
17,0.6140900493820555,43,32,33,640-660 ms
17,0.5583532854671956,44,32,33,640-660 ms
17,0.6213653905502486,45,32,33,640-660 ms
17,0.7981007142891846,46,32,33,640-660 ms
17,0.806297969914967,47,32,33,640-660 ms
17,0.7599248406312589,48,32,33,640-660 ms
17,0.7158369122545443,49,32,33,640-660 ms
17,0.8348332806045007,50,32,33,640-660 ms
17,0.7206214454833338,51,32,33,640-660 ms
17,0.8136266730852538,52,32,33,640-660 ms
17,0.6740181390345817,53,32,33,640-660 ms
17,0.6614018977242941,54,32,33,640-660 ms
17,0.6921559921144749,55,32,33,640-660 ms
17,0.7205526861362291,56,32,33,640-660 ms
17,0.6360433624616251,57,32,33,640-660 ms
17,0.44540513978370144,58,32,33,640-660 ms
17,0.7327486384317514,59,32,33,640-660 ms
17,0.6383460278849927,60,32,33,640-660 ms
18,0.8607858812230412,1,32,33,640-660 ms
18,0.7620574131949489,2,32,33,640-660 ms
18,0.7829358006229526,3,32,33,640-660 ms
18,0.7640646079457307,4,32,33,640-660 ms
18,0.8133573804158079,5,32,33,640-660 ms
18,0.767764661388928,6,32,33,640-660 ms
18,0.7021462777719043,7,32,33,640-660 ms
18,0.7308445097078904,8,32,33,640-660 ms
18,0.6826270791772248,9,32,33,640-660 ms
18,0.7454133012958951,10,32,33,640-660 ms
18,0.7089456913910043,11,32,33,640-660 ms
18,0.7986903416522328,12,32,33,640-660 ms
18,0.7903321824652203,13,32,33,640-660 ms
18,0.8156079051713244,14,32,33,640-660 ms
18,0.8201015657208051,15,32,33,640-660 ms
18,0.7632889750795664,16,32,33,640-660 ms
18,0.8128966588867205,17,32,33,640-660 ms
18,1,18,32,33,640-660 ms
18,0.5531948191573934,19,32,33,640-660 ms
18,0.6731412340421307,20,32,33,640-660 ms
18,0.4559272138429017,21,32,33,640-660 ms
18,0.7012569823979272,22,32,33,640-660 ms
18,0.626815143770042,23,32,33,640-660 ms
18,0.6091383724838589,24,32,33,640-660 ms
18,0.6386426272109261,25,32,33,640-660 ms
18,0.5577585398703994,26,32,33,640-660 ms
18,0.5193999657104653,27,32,33,640-660 ms
18,0.8280869700474599,28,32,33,640-660 ms
18,0.7755535024039967,29,32,33,640-660 ms
18,0.7193028172069876,30,32,33,640-660 ms
18,0.7635577745429423,31,32,33,640-660 ms
18,0.7631340381834102,32,32,33,640-660 ms
18,0.6848995385116275,33,32,33,640-660 ms
18,0.7978696801806247,34,32,33,640-660 ms
18,0.6488512711141576,35,32,33,640-660 ms
18,0.8344448607732398,36,32,33,640-660 ms
18,0.6971982748984045,37,32,33,640-660 ms
18,0.6070013327691692,38,32,33,640-660 ms
18,0.5780742730886,39,32,33,640-660 ms
18,0.5504609769284043,40,32,33,640-660 ms
18,0.6231182903581336,41,32,33,640-660 ms
18,0.6646515641956509,42,32,33,640-660 ms
18,0.6450293959341581,43,32,33,640-660 ms
18,0.594156547339614,44,32,33,640-660 ms
18,0.6225201250828414,45,32,33,640-660 ms
18,0.7844349381325172,46,32,33,640-660 ms
18,0.8624223747926298,47,32,33,640-660 ms
18,0.7400399339478633,48,32,33,640-660 ms
18,0.796097232761588,49,32,33,640-660 ms
18,0.8244126433964925,50,32,33,640-660 ms
18,0.7960441328482128,51,32,33,640-660 ms
18,0.8372056676895077,52,32,33,640-660 ms
18,0.7676592025637441,53,32,33,640-660 ms
18,0.7036501497681041,54,32,33,640-660 ms
18,0.7603097766749389,55,32,33,640-660 ms
18,0.7759925525079935,56,32,33,640-660 ms
18,0.7266847499151917,57,32,33,640-660 ms
18,0.542454207246171,58,32,33,640-660 ms
18,0.7728610545756888,59,32,33,640-660 ms
18,0.7456692904812647,60,32,33,640-660 ms
19,0.5881079957526987,1,32,33,640-660 ms
19,0.5357593881201149,2,32,33,640-660 ms
19,0.6037024836971948,3,32,33,640-660 ms
19,0.7583401937687936,4,32,33,640-660 ms
19,0.6553260116101268,5,32,33,640-660 ms
19,0.7454775804984681,6,32,33,640-660 ms
19,0.497193403419516,7,32,33,640-660 ms
19,0.7768785116906715,8,32,33,640-660 ms
19,0.6582554844252367,9,32,33,640-660 ms
19,0.4415600210372672,10,32,33,640-660 ms
19,0.5279947493077319,11,32,33,640-660 ms
19,0.47545374251700145,12,32,33,640-660 ms
19,0.7090418731079206,13,32,33,640-660 ms
19,0.4780169931561964,14,32,33,640-660 ms
19,0.6090531761795089,15,32,33,640-660 ms
19,0.6028498371023043,16,32,33,640-660 ms
19,0.48736403781534343,17,32,33,640-660 ms
19,0.5531948191573934,18,32,33,640-660 ms
19,1,19,32,33,640-660 ms
19,0.5467671442503206,20,32,33,640-660 ms
19,0.7828018031785281,21,32,33,640-660 ms
19,0.7468238370594755,22,32,33,640-660 ms
19,0.727222503361264,23,32,33,640-660 ms
19,0.6850409192983438,24,32,33,640-660 ms
19,0.7770229391902491,25,32,33,640-660 ms
19,0.7729078652034662,26,32,33,640-660 ms
19,0.7305862901497341,27,32,33,640-660 ms
19,0.7806779476599125,28,32,33,640-660 ms
19,0.7852259954058154,29,32,33,640-660 ms
19,0.8162263626051489,30,32,33,640-660 ms
19,0.758691822265949,31,32,33,640-660 ms
19,0.6478809146054482,32,32,33,640-660 ms
19,0.7621337454641778,33,32,33,640-660 ms
19,0.7454329654232832,34,32,33,640-660 ms
19,0.8125187739915671,35,32,33,640-660 ms
19,0.5380146754283883,36,32,33,640-660 ms
19,0.7861387721224324,37,32,33,640-660 ms
19,0.584998761178597,38,32,33,640-660 ms
19,0.8181731721132044,39,32,33,640-660 ms
19,0.7078098983126304,40,32,33,640-660 ms
19,0.6653391638847717,41,32,33,640-660 ms
19,0.6354732477863029,42,32,33,640-660 ms
19,0.7054991607873597,43,32,33,640-660 ms
19,0.6285217374270462,44,32,33,640-660 ms
19,0.7511930404974645,45,32,33,640-660 ms
19,0.5873139155796518,46,32,33,640-660 ms
19,0.6655768843140594,47,32,33,640-660 ms
19,0.4011474409892532,48,32,33,640-660 ms
19,0.6469308380623638,49,32,33,640-660 ms
19,0.4745450070783134,50,32,33,640-660 ms
19,0.6055001455767507,51,32,33,640-660 ms
19,0.4519214374625848,52,32,33,640-660 ms
19,0.5748262343888049,53,32,33,640-660 ms
19,0.5528435394825499,54,32,33,640-660 ms
19,0.5556845285217561,55,32,33,640-660 ms
19,0.597903246184448,56,32,33,640-660 ms
19,0.771370507413119,57,32,33,640-660 ms
19,0.6062435576290143,58,32,33,640-660 ms
19,0.7715523994279258,59,32,33,640-660 ms
19,0.7540673882079257,60,32,33,640-660 ms
20,0.7645300941370143,1,32,33,640-660 ms
20,0.7095324431302957,2,32,33,640-660 ms
20,0.6669604900266881,3,32,33,640-660 ms
20,0.6828568261131326,4,32,33,640-660 ms
20,0.749274570023741,5,32,33,640-660 ms
20,0.7555535497335333,6,32,33,640-660 ms
20,0.6660481822541197,7,32,33,640-660 ms
20,0.7067990195495912,8,32,33,640-660 ms
20,0.6493132254974973,9,32,33,640-660 ms
20,0.5604797332416732,10,32,33,640-660 ms
20,0.5634715391105839,11,32,33,640-660 ms
20,0.6628113773698885,12,32,33,640-660 ms
20,0.6343061677587462,13,32,33,640-660 ms
20,0.6318717745301334,14,32,33,640-660 ms
20,0.6531245787327276,15,32,33,640-660 ms
20,0.538994240724833,16,32,33,640-660 ms
20,0.6327230862408582,17,32,33,640-660 ms
20,0.6731412340421307,18,32,33,640-660 ms
20,0.5467671442503206,19,32,33,640-660 ms
20,1,20,32,33,640-660 ms
20,0.5650942926819412,21,32,33,640-660 ms
20,0.722384874366825,22,32,33,640-660 ms
20,0.7319759055432872,23,32,33,640-660 ms
20,0.6949667849639728,24,32,33,640-660 ms
20,0.5923062348825243,25,32,33,640-660 ms
20,0.6821800089359067,26,32,33,640-660 ms
20,0.7098487084622401,27,32,33,640-660 ms
20,0.7723394623007234,28,32,33,640-660 ms
20,0.6953497992218532,29,32,33,640-660 ms
20,0.6828403599021928,30,32,33,640-660 ms
20,0.7745054095211776,31,32,33,640-660 ms
20,0.761133870986408,32,32,33,640-660 ms
20,0.7046104602498077,33,32,33,640-660 ms
