time1,time2,level,value,pval,pval_correct,final_value,scaled_value
15,0,V1,261.87344819468746,0.991,1,261.87344819468746,0.6208180712164149
15,1,V1,263.0900425129822,0.98,1,263.0900425129822,0.6394707855907277
15,2,V1,264.1956543140954,0.989,1,264.1956543140954,0.6564219260201349
15,3,V1,251.57614627796215,0.988,1,251.57614627796215,0.4629407668509318
15,4,V1,210.8474402458562,0.943,1,210.8474402458562,-0.16150808107485182
15,5,V1,219.1951831501278,0.964,1,219.1951831501278,-0.03352123967498275
15,6,V1,216.37100290355795,0.961,1,216.37100290355795,-0.07682131652778308
15,7,V1,199.13571626539598,0.927,1,199.13571626539598,-0.34107117696741746
15,8,V1,213.91729588740805,0.982,1,213.91729588740805,-0.1144413312214587
15,9,V1,217.51108969396975,0.958,1,217.51108969396975,-0.059341608671440914
15,10,V1,215.31911165917919,0.906,1,215.31911165917919,-0.09294881822591584
15,11,V1,182.96898503683744,0.437,1,182.96898503683744,-0.588938042230487
15,12,V1,164.34454457256382,0.001,0.006666666666666667,164.34454457256382,-0.8744862838566808
15,13,V1,154.99104271944017,0.001,0.006666666666666667,154.99104271944017,-1.017893330759927
15,14,V1,151.90176522585386,0.001,0.006666666666666667,151.90176522585386,-1.0652578546972291
15,15,V1,149.59309174595944,0.001,0.006666666666666667,149.59309174595944,-1.1006542282923157
15,16,V1,154.67187527940945,0.001,0.006666666666666667,154.67187527940945,-1.0227867771676153
15,17,V1,155.59715230684057,0.001,0.006666666666666667,155.59715230684057,-1.0086005132255178
15,18,V1,172.60215492026694,0.291,0.9448051948051948,172.60215492026694,-0.7478813466858688
15,19,V1,183.10857870004318,0.913,1,183.10857870004318,-0.586797804774923
15,20,V1,196.11912791312685,0.968,1,196.11912791312685,-0.38732123754522957
15,21,V1,240.51950682447318,0.992,1,240.51950682447318,0.29342136784966294
15,22,V1,217.03873253050372,0.987,1,217.03873253050372,-0.0665837461040256
15,23,V1,219.11984145710417,0.989,1,219.11984145710417,-0.03467637171802625
15,24,V1,222.98748666123808,0.995,1,222.98748666123808,0.024622015763355303
15,25,V1,222.24041312835473,0.992,1,222.24041312835473,0.013167951729081582
15,26,V1,222.93891548708206,0.991,1,222.93891548708206,0.023877326901395813
15,27,V1,223.44819094805456,0.99,1,223.44819094805456,0.03168549234201805
15,28,V1,234.30310015386505,0.994,1,234.30310015386505,0.19811198137813082
15,29,V1,248.50032158902317,0.994,1,248.50032158902317,0.41578250010129414
15,30,V1,248.7253919179311,0.992,1,248.7253919179311,0.4192332580870263
15,31,V1,252.55318594481156,0.997,1,252.55318594481156,0.47792065091258007
15,32,V1,257.91150677997086,0.995,1,257.91150677997086,0.5600739427381132
15,33,V1,270.1170393022785,0.994,1,270.1170393022785,0.7472080666620986
15,34,V1,276.5129593429438,0.998,1,276.5129593429438,0.8452697359346388
15,35,V1,279.64415114751677,0.993,1,279.64415114751677,0.8932768863081105
15,36,V1,287.5994915509443,0.994,1,287.5994915509443,1.0152474479523177
15,37,V1,294.6732293166619,0.997,1,294.6732293166619,1.1237013574590284
15,38,V1,298.56460162863556,0.996,1,298.56460162863556,1.183363526818073
15,39,V1,302.4976803464547,0.992,1,302.4976803464547,1.2436651350304118
15,40,V1,309.48196612028886,0.992,1,309.48196612028886,1.3507475746644433
15,41,V1,314.8225465491298,0.992,1,314.8225465491298,1.4326288721801523
15,42,V1,321.9617077897385,0.997,1,321.9617077897385,1.5420858485039346
15,43,V1,323.20254165211594,0.997,1,323.20254165211594,1.5611102013821745
15,44,V1,330.72418314852143,0.996,1,330.72418314852143,1.6764313304953529
15,45,V1,341.55893969188463,0.999,1,341.55893969188463,1.8425488407282127
15,46,V1,345.0267997030627,0.995,1,345.0267997030627,1.8957177576842534
15,47,V1,342.72841847539445,0.994,1,342.72841847539445,1.8604791839721322
15,48,V1,347.48997608811663,0.998,1,347.48997608811663,1.9334829558880078
15,49,V1,345.93704518992854,0.996,1,345.93704518992854,1.9096735594019647
16,0,V1,206.48151348838206,0.913,1,206.48151348838206,-0.22844607639648004
16,1,V1,210.38345183889572,0.934,1,210.38345183889572,-0.16862190948739691
16,2,V1,212.29004995445536,0.949,1,212.29004995445536,-0.13939011911870294
16,3,V1,201.46610691211697,0.883,1,201.46610691211697,-0.30534183772902335
16,4,V1,190.54631298968187,0.655,1,190.54631298968187,-0.47276313338905135
16,5,V1,233.57290946003047,0.979,1,233.57290946003047,0.18691676350964037
16,6,V1,212.82381739035227,0.966,1,212.82381739035227,-0.13120644492725217
16,7,V1,177.4903779984376,0.222,0.7805907172995781,177.4903779984376,-0.672935551276565
16,8,V1,173.05985019616716,0.001,0.006666666666666667,173.05985019616716,-0.7408640039912183
16,9,V1,184.63765544925636,0.258,0.865771812080537,184.63765544925636,-0.5633541379497705
16,10,V1,197.05672841300373,0.707,1,197.05672841300373,-0.3729460312349376
16,11,V1,183.99983436283964,0.468,1,183.99983436283964,-0.573133153327321
16,12,V1,167.1554242179959,0.001,0.006666666666666667,167.1554242179959,-0.8313901306210625
16,13,V1,156.02559596260303,0.001,0.006666666666666667,156.02559596260303,-1.0020316537328768
16,14,V1,151.60614120052728,0.001,0.006666666666666667,151.60614120052728,-1.069790335593844
16,15,V1,150.41922501866551,0.001,0.006666666666666667,150.41922501866551,-1.0879880274567724
16,16,V1,151.03387812230395,0.001,0.006666666666666667,151.03387812230395,-1.0785642215018652
16,17,V1,150.2315233946895,0.001,0.006666666666666667,150.2315233946895,-1.0908658518284384
