item1,value,item2,t1,t2,t
4,0.8189502464991744,56,1,33,0-660 ms
4,0.8306299205912143,57,1,33,0-660 ms
4,0.8353836271711391,58,1,33,0-660 ms
4,0.8340821245710854,59,1,33,0-660 ms
4,0.8139892876363879,60,1,33,0-660 ms
5,0.8629780736965322,1,1,33,0-660 ms
5,0.871749740352277,2,1,33,0-660 ms
5,0.848457826628014,3,1,33,0-660 ms
5,0.8682821355712769,4,1,33,0-660 ms
5,1,5,1,33,0-660 ms
5,0.8439885300829523,6,1,33,0-660 ms
5,0.8292499790208265,7,1,33,0-660 ms
5,0.8603706378998557,8,1,33,0-660 ms
5,0.8602683293329301,9,1,33,0-660 ms
5,0.7035369123362172,10,1,33,0-660 ms
5,0.788629184715164,11,1,33,0-660 ms
5,0.6705359511307164,12,1,33,0-660 ms
5,0.8200074374637973,13,1,33,0-660 ms
5,0.7133631351633232,14,1,33,0-660 ms
5,0.7294396190881284,15,1,33,0-660 ms
5,0.7765592239799821,16,1,33,0-660 ms
5,0.7295370903586225,17,1,33,0-660 ms
5,0.690791749989931,18,1,33,0-660 ms
5,0.7932772052904697,19,1,33,0-660 ms
5,0.7290309948993311,20,1,33,0-660 ms
5,0.6851023506532001,21,1,33,0-660 ms
5,0.7812212997756863,22,1,33,0-660 ms
5,0.7882039365405167,23,1,33,0-660 ms
5,0.79898889515574,24,1,33,0-660 ms
5,0.7743111314202844,25,1,33,0-660 ms
5,0.7155222140257513,26,1,33,0-660 ms
5,0.6998648422797524,27,1,33,0-660 ms
5,0.838311506819986,28,1,33,0-660 ms
5,0.8548759265830277,29,1,33,0-660 ms
5,0.803714051166521,30,1,33,0-660 ms
5,0.7966603044156603,31,1,33,0-660 ms
5,0.7852321426101533,32,1,33,0-660 ms
5,0.7782564847119599,33,1,33,0-660 ms
5,0.8255350788409584,34,1,33,0-660 ms
5,0.8173100106260456,35,1,33,0-660 ms
5,0.8201370387036943,36,1,33,0-660 ms
5,0.7859705076794543,37,1,33,0-660 ms
5,0.7541522985236275,38,1,33,0-660 ms
5,0.690560687927675,39,1,33,0-660 ms
5,0.7032058151378412,40,1,33,0-660 ms
5,0.7827852808203634,41,1,33,0-660 ms
5,0.7350514310222316,42,1,33,0-660 ms
5,0.7876782717604346,43,1,33,0-660 ms
5,0.7359970674488322,44,1,33,0-660 ms
5,0.8159751859980895,45,1,33,0-660 ms
5,0.8013843255876095,46,1,33,0-660 ms
5,0.7796049856626175,47,1,33,0-660 ms
5,0.8014230849415704,48,1,33,0-660 ms
5,0.7787648149872424,49,1,33,0-660 ms
5,0.8138998221898096,50,1,33,0-660 ms
5,0.8015668013905358,51,1,33,0-660 ms
5,0.7603803907289716,52,1,33,0-660 ms
5,0.805732600407134,53,1,33,0-660 ms
5,0.7443286829949853,54,1,33,0-660 ms
5,0.813617180025552,55,1,33,0-660 ms
5,0.78581344499615,56,1,33,0-660 ms
5,0.7996637819991046,57,1,33,0-660 ms
5,0.7901168246513702,58,1,33,0-660 ms
5,0.8235675670617654,59,1,33,0-660 ms
5,0.8153579304351338,60,1,33,0-660 ms
6,0.818313025099767,1,1,33,0-660 ms
6,0.8233954137954567,2,1,33,0-660 ms
6,0.7990223241860682,3,1,33,0-660 ms
6,0.8425001493982954,4,1,33,0-660 ms
6,0.8439885300829523,5,1,33,0-660 ms
6,1,6,1,33,0-660 ms
6,0.7923200440061704,7,1,33,0-660 ms
6,0.8765641611259729,8,1,33,0-660 ms
6,0.8271824973959196,9,1,33,0-660 ms
6,0.6504445164374517,10,1,33,0-660 ms
6,0.7241380924735709,11,1,33,0-660 ms
6,0.6374686418544321,12,1,33,0-660 ms
6,0.7699607533362968,13,1,33,0-660 ms
6,0.6695929673529364,14,1,33,0-660 ms
6,0.6592135857429147,15,1,33,0-660 ms
6,0.6782244434411492,16,1,33,0-660 ms
6,0.6909968790404788,17,1,33,0-660 ms
6,0.6510908512952742,18,1,33,0-660 ms
6,0.8333233680395955,19,1,33,0-660 ms
6,0.8079498748282473,20,1,33,0-660 ms
6,0.7393528060553127,21,1,33,0-660 ms
6,0.8323711249286428,22,1,33,0-660 ms
6,0.8471799891976062,23,1,33,0-660 ms
6,0.8377432352887796,24,1,33,0-660 ms
6,0.8035370790241441,25,1,33,0-660 ms
6,0.817849777848501,26,1,33,0-660 ms
6,0.7975776167659707,27,1,33,0-660 ms
6,0.7982034337805357,28,1,33,0-660 ms
6,0.8129482838596164,29,1,33,0-660 ms
6,0.7881898398935416,30,1,33,0-660 ms
6,0.8062515584610601,31,1,33,0-660 ms
6,0.7528567515648024,32,1,33,0-660 ms
6,0.7259957736202224,33,1,33,0-660 ms
6,0.819146306085133,34,1,33,0-660 ms
6,0.8133123348917541,35,1,33,0-660 ms
6,0.7961921077314514,36,1,33,0-660 ms
6,0.8206572792021742,37,1,33,0-660 ms
6,0.811998257319938,38,1,33,0-660 ms
6,0.7795637305936588,39,1,33,0-660 ms
6,0.8191436274099652,40,1,33,0-660 ms
6,0.8159009636972866,41,1,33,0-660 ms
6,0.8450146041581176,42,1,33,0-660 ms
6,0.8417054852117118,43,1,33,0-660 ms
6,0.7608683602694912,44,1,33,0-660 ms
6,0.8306786082577277,45,1,33,0-660 ms
6,0.795078768772351,46,1,33,0-660 ms
6,0.7414760409840826,47,1,33,0-660 ms
6,0.7668448807685156,48,1,33,0-660 ms
6,0.70889554662444,49,1,33,0-660 ms
6,0.7522046148742955,50,1,33,0-660 ms
6,0.7357829246482138,51,1,33,0-660 ms
6,0.6882853133428212,52,1,33,0-660 ms
6,0.8001722065038664,53,1,33,0-660 ms
6,0.744664909282519,54,1,33,0-660 ms
6,0.8153798672512655,55,1,33,0-660 ms
6,0.8235983470080822,56,1,33,0-660 ms
6,0.8369888811508852,57,1,33,0-660 ms
6,0.8041718707633054,58,1,33,0-660 ms
6,0.8619964201384395,59,1,33,0-660 ms
6,0.8470312202612421,60,1,33,0-660 ms
7,0.818133361227558,1,1,33,0-660 ms
7,0.863538495224823,2,1,33,0-660 ms
7,0.8020784253930705,3,1,33,0-660 ms
7,0.8126257702939317,4,1,33,0-660 ms
7,0.8292499790208265,5,1,33,0-660 ms
7,0.7923200440061704,6,1,33,0-660 ms
7,1,7,1,33,0-660 ms
7,0.8086871598161316,8,1,33,0-660 ms
7,0.8502217157265402,9,1,33,0-660 ms
7,0.7040914131904994,10,1,33,0-660 ms
7,0.7952703561813784,11,1,33,0-660 ms
7,0.6572188434343638,12,1,33,0-660 ms
7,0.7689723086280222,13,1,33,0-660 ms
7,0.7367505016962523,14,1,33,0-660 ms
7,0.6679684883732859,15,1,33,0-660 ms
7,0.7542900778605743,16,1,33,0-660 ms
7,0.7674916622011773,17,1,33,0-660 ms
7,0.6588404917234372,18,1,33,0-660 ms
7,0.7405780466052176,19,1,33,0-660 ms
7,0.7301649758423594,20,1,33,0-660 ms
7,0.6887108811108855,21,1,33,0-660 ms
7,0.7660313795895485,22,1,33,0-660 ms
7,0.7671388238307021,23,1,33,0-660 ms
7,0.7870395155599987,24,1,33,0-660 ms
7,0.7770241735151535,25,1,33,0-660 ms
7,0.6784840427684494,26,1,33,0-660 ms
7,0.6647720385290083,27,1,33,0-660 ms
7,0.792283313487516,28,1,33,0-660 ms
7,0.792667929180303,29,1,33,0-660 ms
7,0.7705988870286422,30,1,33,0-660 ms
7,0.7845472170771663,31,1,33,0-660 ms
7,0.7659392143884143,32,1,33,0-660 ms
7,0.7491655884468358,33,1,33,0-660 ms
7,0.7711354892521205,34,1,33,0-660 ms
7,0.8059606982099006,35,1,33,0-660 ms
7,0.7984088519089705,36,1,33,0-660 ms
7,0.7471118681762337,37,1,33,0-660 ms
7,0.7638360882493649,38,1,33,0-660 ms
7,0.6552461907539552,39,1,33,0-660 ms
7,0.6695835065363641,40,1,33,0-660 ms
7,0.7878917234042095,41,1,33,0-660 ms
7,0.7342288110493547,42,1,33,0-660 ms
7,0.7878127312337933,43,1,33,0-660 ms
7,0.7506229274752726,44,1,33,0-660 ms
7,0.837941077634063,45,1,33,0-660 ms
7,0.7989625853159477,46,1,33,0-660 ms
7,0.7978189952469943,47,1,33,0-660 ms
7,0.8353795649624092,48,1,33,0-660 ms
7,0.7922143765328075,49,1,33,0-660 ms
7,0.8407179838156074,50,1,33,0-660 ms
7,0.7704957609740336,51,1,33,0-660 ms
7,0.8003766554078446,52,1,33,0-660 ms
7,0.7928482664165496,53,1,33,0-660 ms
7,0.7945235081127077,54,1,33,0-660 ms
7,0.7442996961397842,55,1,33,0-660 ms
7,0.7760445625348004,56,1,33,0-660 ms
7,0.7685598913187552,57,1,33,0-660 ms
7,0.7872882728044835,58,1,33,0-660 ms
7,0.7679583553086987,59,1,33,0-660 ms
7,0.7471672667585811,60,1,33,0-660 ms
8,0.8518862551750155,1,1,33,0-660 ms
8,0.8583381247705685,2,1,33,0-660 ms
8,0.8200861306462875,3,1,33,0-660 ms
8,0.8530722306956909,4,1,33,0-660 ms
8,0.8603706378998557,5,1,33,0-660 ms
8,0.8765641611259729,6,1,33,0-660 ms
8,0.8086871598161316,7,1,33,0-660 ms
8,1,8,1,33,0-660 ms
8,0.8716115387036504,9,1,33,0-660 ms
8,0.7183761571556027,10,1,33,0-660 ms
8,0.779504243932115,11,1,33,0-660 ms
8,0.6670748297072091,12,1,33,0-660 ms
8,0.8168894486076957,13,1,33,0-660 ms
8,0.7207259643763719,14,1,33,0-660 ms
8,0.7002175884748714,15,1,33,0-660 ms
8,0.7368210012098186,16,1,33,0-660 ms
8,0.723292475823038,17,1,33,0-660 ms
8,0.6846221627526313,18,1,33,0-660 ms
8,0.81712182084126606,19,1,33,0-660 ms
8,0.7901907541097652,20,1,33,0-660 ms
8,0.722667090758273,21,1,33,0-660 ms
8,0.8172125786808627,22,1,33,0-660 ms
8,0.8282143631434971,23,1,33,0-660 ms
8,0.8426479644157829,24,1,33,0-660 ms
8,0.7783381972868123,25,1,33,0-660 ms
8,0.7705523255423155,26,1,33,0-660 ms
8,0.7585860297104111,27,1,33,0-660 ms
8,0.840393237042332,28,1,33,0-660 ms
8,0.8575350627697402,29,1,33,0-660 ms
8,0.8183490104259196,30,1,33,0-660 ms
8,0.856059719343724,31,1,33,0-660 ms
8,0.7854447677497319,32,1,33,0-660 ms
8,0.7667521251780459,33,1,33,0-660 ms
8,0.8351259214697474,34,1,33,0-660 ms
8,0.8350585362722329,35,1,33,0-660 ms
8,0.8272346356660978,36,1,33,0-660 ms
8,0.8332486760102324,37,1,33,0-660 ms
8,0.8119919419285386,38,1,33,0-660 ms
8,0.7321417411104019,39,1,33,0-660 ms
8,0.7572724106950203,40,1,33,0-660 ms
8,0.820469709629953,41,1,33,0-660 ms
8,0.8115147283760836,42,1,33,0-660 ms
8,0.8331341350211564,43,1,33,0-660 ms
8,0.7692141110432531,44,1,33,0-660 ms
8,0.8516767375257313,45,1,33,0-660 ms
8,0.8155131070448577,46,1,33,0-660 ms
8,0.7981828959848345,47,1,33,0-660 ms
8,0.7951736290394289,48,1,33,0-660 ms
8,0.7778868395325681,49,1,33,0-660 ms
8,0.7871616093384941,50,1,33,0-660 ms
8,0.7655291217149575,51,1,33,0-660 ms
8,0.7165927377961009,52,1,33,0-660 ms
8,0.8479235243611098,53,1,33,0-660 ms
8,0.772441751840676,54,1,33,0-660 ms
8,0.8364942771311833,55,1,33,0-660 ms
8,0.8251612886712848,56,1,33,0-660 ms
8,0.8290318304732269,57,1,33,0-660 ms
8,0.8204537683643244,58,1,33,0-660 ms
8,0.8716794691827268,59,1,33,0-660 ms
8,0.8595130957850019,60,1,33,0-660 ms
9,0.8517564518166666,1,1,33,0-660 ms
9,0.8756009775588061,2,1,33,0-660 ms
9,0.8506612162046487,3,1,33,0-660 ms
9,0.8295095900426233,4,1,33,0-660 ms
9,0.8602683293329301,5,1,33,0-660 ms
9,0.8271824973959196,6,1,33,0-660 ms
9,0.8502217157265402,7,1,33,0-660 ms
9,0.8716115387036504,8,1,33,0-660 ms
9,1,9,1,33,0-660 ms
9,0.7253466456169613,10,1,33,0-660 ms
9,0.79531660244505,11,1,33,0-660 ms
9,0.6739359611069597,12,1,33,0-660 ms
9,0.7969712874287589,13,1,33,0-660 ms
9,0.6883983218475191,14,1,33,0-660 ms
9,0.6938146221251639,15,1,33,0-660 ms
9,0.7769883499539794,16,1,33,0-660 ms
9,0.755418174294596,17,1,33,0-660 ms
9,0.6648505808748059,18,1,33,0-660 ms
9,0.7924264661809945,19,1,33,0-660 ms
9,0.7872829358843643,20,1,33,0-660 ms
9,0.7174084791657778,21,1,33,0-660 ms
9,0.7905956475579593,22,1,33,0-660 ms
9,0.7832416503029307,23,1,33,0-660 ms
9,0.816350224298484,24,1,33,0-660 ms
9,0.7998321740737189,25,1,33,0-660 ms
9,0.7058933216358804,26,1,33,0-660 ms
9,0.712293913578442,27,1,33,0-660 ms
9,0.7967327554846907,28,1,33,0-660 ms
9,0.8077275454347191,29,1,33,0-660 ms
9,0.797507101599627,30,1,33,0-660 ms
9,0.7844559925158822,31,1,33,0-660 ms
9,0.7922764278450147,32,1,33,0-660 ms
9,0.7692154663276406,33,1,33,0-660 ms
9,0.8015200291041158,34,1,33,0-660 ms
9,0.8040227347204194,35,1,33,0-660 ms
9,0.8071198309382074,36,1,33,0-660 ms
9,0.8019629858275267,37,1,33,0-660 ms
9,0.7895439660120841,38,1,33,0-660 ms
9,0.7126448703954558,39,1,33,0-660 ms
9,0.6961833785969048,40,1,33,0-660 ms
9,0.7982759234726041,41,1,33,0-660 ms
9,0.7626572446507134,42,1,33,0-660 ms
9,0.7878876825450531,43,1,33,0-660 ms
9,0.7665154605666805,44,1,33,0-660 ms
9,0.8326649128639377,45,1,33,0-660 ms
9,0.8314962873267207,46,1,33,0-660 ms
9,0.7789166779509431,47,1,33,0-660 ms
9,0.8226159520546446,48,1,33,0-660 ms
9,0.7896369142604367,49,1,33,0-660 ms
9,0.7985154300358933,50,1,33,0-660 ms
9,0.7971111440514833,51,1,33,0-660 ms
9,0.7664838932853234,52,1,33,0-660 ms
9,0.8249611285331611,53,1,33,0-660 ms
9,0.7817733954066836,54,1,33,0-660 ms
9,0.7965583854901036,55,1,33,0-660 ms
9,0.7938126093113929,56,1,33,0-660 ms
9,0.78232561645304,57,1,33,0-660 ms
9,0.8166659575832954,58,1,33,0-660 ms
9,0.8215835744260638,59,1,33,0-660 ms
9,0.8152413884879627,60,1,33,0-660 ms
10,0.7161202228385193,1,1,33,0-660 ms
10,0.734709992269472,2,1,33,0-660 ms
10,0.7068676732221941,3,1,33,0-660 ms
10,0.6588160994689323,4,1,33,0-660 ms
10,0.7035369123362172,5,1,33,0-660 ms
10,0.6504445164374517,6,1,33,0-660 ms
10,0.7040914131904994,7,1,33,0-660 ms
10,0.7183761571556027,8,1,33,0-660 ms
10,0.7253466456169613,9,1,33,0-660 ms
10,1,10,1,33,0-660 ms
10,0.788323863795134,11,1,33,0-660 ms
10,0.681720473440143,12,1,33,0-660 ms
10,0.7913805386632022,13,1,33,0-660 ms
10,0.7802831190481765,14,1,33,0-660 ms
10,0.7701022871508699,15,1,33,0-660 ms
10,0.8138946738626013,16,1,33,0-660 ms
10,0.817352444563046,17,1,33,0-660 ms
10,0.7986079131627498,18,1,33,0-660 ms
10,0.5786975216460964,19,1,33,0-660 ms
10,0.6537338646082285,20,1,33,0-660 ms
10,0.49373348576738846,21,1,33,0-660 ms
10,0.5485796438389943,22,1,33,0-660 ms
10,0.5939831794002809,23,1,33,0-660 ms
10,0.5939941781423018,24,1,33,0-660 ms
10,0.6049053508682505,25,1,33,0-660 ms
10,0.440871869347017,26,1,33,0-660 ms
10,0.4872054617992089,27,1,33,0-660 ms
10,0.6475407655090608,28,1,33,0-660 ms
10,0.6501643730178246,29,1,33,0-660 ms
10,0.61467633364001,30,1,33,0-660 ms
10,0.6426653221200973,31,1,33,0-660 ms
10,0.6778371886166795,32,1,33,0-660 ms
10,0.6176745386331267,33,1,33,0-660 ms
10,0.7117623171506662,34,1,33,0-660 ms
10,0.7018486334046969,35,1,33,0-660 ms
10,0.6842425159292563,36,1,33,0-660 ms
10,0.6485648394798862,37,1,33,0-660 ms
10,0.6330099844248197,38,1,33,0-660 ms
10,0.48533627787867206,39,1,33,0-660 ms
10,0.4421378537966646,40,1,33,0-660 ms
10,0.6256082520997078,41,1,33,0-660 ms
10,0.5442601017899723,42,1,33,0-660 ms
10,0.7012743966970195,43,1,33,0-660 ms
10,0.7209071395997116,44,1,33,0-660 ms
10,0.603592106427342,45,1,33,0-660 ms
10,0.7628709299064776,46,1,33,0-660 ms
10,0.7577051124626447,47,1,33,0-660 ms
